modelId,rating,ratingDate,review,reviewId
GIV93,5,09/23/2016,"Great Purchase Fit is good and shoe is stylish, my son loved these, he thinks they are very cool looking",71765925
GIV93,5,09/22/2016, Love the style of these  Alphabounce boots and they certainly do giv you that added bounce when shooting hoops,71647103
GIV93,5,09/19/2016,Unique looking shoes . Perfect Very unusual looking shoes but unique just the same . Great for running,71510626
GIV93,5,09/18/2016,I'm buying ten pairs of these shoes I like it in every way if I told you all of them it would take forever to read.,71483814
GIV93,5,09/13/2016, Very great feeling but too bad size don't fit. Would like to purchase next time.,71263223
GIV93,4,09/11/2016,Extremely comfortable shoe Love the shoe love the company but was way too big I'm a size 11 for everything I would I had to drop to at least a 10 1/2. Plus the picture really makes it look like they're white and they definitely are not,71169259
GIV93,5,09/11/2016,Worth it The way tbe shoe is made is just PERFECT really comfy,71166370
GIV93,3,09/10/2016,Let down Shoe fits very well on the foot however the does not grip on the back. Nothing to do with size as the size was perfect. Not perfect for people with slim ankles,71142254
GIV93,1,09/05/2016, its pretty lit overall.......................................,70930093
GIV93,5,09/04/2016,"Super style and excellent functionality. Very comfortable and great stability. Upper material is not suited for outdoor use, but a perfect gym shoe.",70861561
GIV93,5,09/02/2016,Best purchase ever Best running shoes I ever had happy with a purchase,70793190
GIV93,5,09/01/2016,"Would buy again This is a very comfortable shoe, feels like I'm walking on a cloud.",70740605
GIV93,4,08/27/2016,"Great looking kicks all around!!! The shoe fit great, very comfortable for running and good style wearing with joggers, jeans and shorts.",70539483
GIV93,4,08/27/2016,"Very comfy It is very comfortable and affordable, the design is great.",70539452
GIV93,5,08/27/2016,Great shoes. Super comfy and supportive. Nice modern feel and sleek styling with great ergos,70536658
GIV93,4,08/27/2016,"Good for it's cost It was very comfortable at first first BUT the quality matches it price, nothing outstanding but would last awhile",70530090
GIV93,5,08/22/2016,"good purchase, lightweight and good for running! very good, wanted to give a try as nice looking shoe and pleasantly suprised.",70356320
GIV93,5,08/21/2016,"amazing shoes Incredibly comfortable, nice fim cushion, not super soft like the ultra boost. Excellent for running, walking, gym/workout, and casual wear. This shoe is the whole package! Fits true to size. Adidas just needs to come out with more colourways.",70318494
GIV93,5,08/20/2016,Best purchase ever. The shoes are so comfortable. The size fit great. I love them shoe.,70285136
GIV93,4,08/18/2016,"Would recommend for running, aesthetics but not for hours of walking. I would say these shoes aesthetically look amazing! I'm a Personal Trainer and found these shoes to be uncomfortable after 2 hours of use. My feet starting to get sore, I do have flat feet so that doesn't help. I only use them for walking purposes as I'm back and forth in the gym. These shoes are meant for running so just for that type of use they would probably be amazing as they have a really nice firm bounce/response to them.
If you are looking for a nice looking shoe, def would recommend these. In terms of wearing them for hours on end, I don't think they will fill the role of a ""comfort shoe"".",70103003
GIV93,4,08/17/2016,It isn't ultra boosts but it's not a trashy shoe either. It looks really nice and is really versatile meaning that you can wear it casually as well as to work out.,70089317
GIV93,2,08/12/2016,Ultra boost is better Ultra boost is still the best. I don't like the fit of the shoes because I have a wide foot.,69795404
GIV93,5,08/11/2016,So comfortable! Great shoes! I thought the colour was more white as in the pictures but it turned out to be a little on the grey side. Should have read the Colour details.,69786326
GIV93,5,08/11/2016,Perfect day to day shoe Great shoe. Very comfortable. Haven't worn for running as I stick with energy boost but I recommend as a lifestyle or gym shoe. More colourways needed though,69749433
GIV93,5,08/07/2016,The shoes is comfy to run with. one of the best purchased i have i a long time. Good buy.,69593005
GIV93,4,08/06/2016," People with slightly wider feet may want to go a half size up as these shoes are very snug and wrap around your foot for a secure sock like fit, overall it is a good comfortable shoe with good support with amazing cushioning from the Bounce material in the mid-sole. The mesh on the upper feels very soft to the touch and seems thick enough for it to be durable. However, as this has a material which appear to be hard to clean once it gets dirty so I would recommend applying some protective spray on it to keep it looking fresh!",69565131
GIW69,5,12/28/2017,Amazing pair of shoes! They’re so light! It feels like I’m walking on air when I put these on!,98560822
GIW69,5,12/26/2017,love the cloud foam on my feet fits great and I don't need to use my arch supports as the cloudfoam product works well,98469228
GIW69,4,12/18/2017,Great buy and comfortable. Just a little bulky for my taste. Runs a little small,98249322
GIW69,3,12/18/2017," I loved the style, however, they were way too large, though the correct size. I wear a women's size 8 in all brands as well as Adidas. These just didn't fit, my heel slipped a lot and I had to return them.",98244474
GIW69,2,12/16/2017,"Wish I could wear them I like how the shoes look. Unfortunately they are way too big to wear and really try out. I've been unable to get the correct size since customer service is never available. I think I would like the shoes, sad I am unable to wear them or have the correct size.",98201186
GTT80,4,12/27/2017, Got these for Christmas and my Brother loved his shoes,98497635
GTT80,5,12/25/2017," Stylish and very comfortable at an amazing price.
Bought it for my teen and he loves them.",98438188
GTT80,5,10/07/2017,So comfortable Good quality and comfort. I can only wear these shoes to allieviate plantar fasciitis pain.,94019349
GTT80,5,08/06/2017,LOVE IT It is a long lasting shoe that is sooo comfortable,91599773
GTT80,4,08/01/2017,Very comfortable They're pretty comfy and they are very soft and they are good for running so I recommend them to everyone who fit the style I recommended,91416725
GJX55,5,12/18/2017,"One of the best shoes Adidas has come out with The design and comfort was super, the looks and size is correct",98248851
GJX55,4,08/11/2017,"A little big I am consistently an Adidas size 7 (I currently own 4 pairs).  This shoe, however, fit too big for me. Very roomy in the toe and little ankle support (but this may be because the shoe was too big).  I did run a 10k in these and they are super comfortable. They also look great!  I prefer my Boost 2.0's from 2 years ago though!",91859815
GJX55,5,07/31/2017,great product great looking shoes very comfy and good value for money,91332930
GJX55,5,07/09/2017,My new favorite Addidas! This shoe is just amazing! It gives the extra push with it's bouncing. Just looooove it!,89936336
GTT78,5,12/28/2017,Nice shoe Fits my skinny foot. I like the gray color. Good walking shoes.,98512582
GUA47,4,12/19/2017,Very Comfortable and good quality I liked these so much that I bought a pair for my son. Highly recommend and will buy them again.,98294204
GUA47,4,11/22/2017,Nice running shoes snug fit A nice purchase. Good fit and are good don’t wear out that fast,97409212
GUA47,4,10/13/2017,"More Bounce to the Ounce Perfect for Running or just running around. This sleek looking , form fitting trainer is a go-to for on the go comfort.",94308781
GUA47,5,08/16/2017,Perfect for all around casual wearing and training Will buy again style of shoe. Super comfy amd light weight,92283188
GUA47,3,07/26/2017,"Disappointed I read the reviews and the specs, and expected super comfort. Unfortunately, that comfort level did not materialize. Not enough cushioning in the ball of the foot area, and after a couple of hours the heel area of my foot was not comfortable. I hesitate recommending the shoe, as I may be an outlier in the comfort area.",91158064
GUA47,5,06/16/2017," Pretty stylish and flexible runner, breathable, and very very bouncy.  One of my most comfortable sneakers.",88732961
GUA47,5,06/15/2017," Very comfortable, bought a second pair. One pair for work and one for the gym. So far been wearing one pair to work 5 days a week for a few​ months now and no issues with the quality so far. No complaints!",88690981
GUA47,5,05/26/2017,Favorite shoe under 100 for sure Love the feeling of the bounce cushion. Helps absorb shock but still responsive,87055787
GUA47,4,03/03/2017,#noopnions2017 They're cool. Went jogging in them a few times. UBs are obviously more comfortable but for 100$ I'll take these over roshes any day!,82380598
GUA47,5,01/11/2017,"BEST 100 DOLLARS I HAVE EVER SPEND, THESE SHOES ARE WORTH IT!!! I love these shoes they are stylish and comfortable",78316235
GUA47,4,01/05/2017,Bad quality shoe but cool This was a good shoe for about a month then they started ripping and getting dirty and didn't clean very well I liked the comfort but the quality wasn't that great,78038931
GUA47,5,01/02/2017," It's really nice looking shoes, very comfortable. Highly recommand",77754316
GUA47,5,12/29/2016,"Most comfortable shoes I own. great fit, great material, arrived exactly when expected.",77614164
GUA47,4,12/16/2016,"Awsome bouncy shoe! Very comfortable, high quality but didn't like how to shoe looked on my foot.",76978339
GUA47,3,12/10/2016,IT STINK AFTER BEING USED plz help . It stink i washed it more than 2 times and it still stink please help me to find a issue i have tried the powder but it don't work,76663234
GUA47,5,11/28/2016, Nice fit. Very easy to put on... great for running,75999934
GUA47,4,11/25/2016,They seem good but are bigger than expected. I'm in the navy and ordered these (size 10.5) online and got them just in time before I go out to sea. But to my dismay they are actually bigger than 10.5 and now I don't have time to return them and get a smaller version. Kind of annoying. I'll be sending these back and going to the mall now. Fix the sizes!,75933887
GUA47,2,11/22/2016,"Great shoes, bad quality. Great pair of shoes, they're incredibly comfortable and look good. However, after a month a half they started making an obnoxious noise while walking. For that alone I give these shoes a poor rating.",75657704
GUA47,5,11/19/2016,"Very underrated and versatile sneaker. Amazing shoe, very versatile. I used them for cross country and normal streetwear. Look great with both shorts and jeans. I've gotten multiple compliments and people asking me where I got them. Can't go wrong for $100.",75536635
GUA47,5,11/17/2016,"Best bang for your buck This shoe is amazing. I own an ultraboost shoe and of course comfort is the best. This is not far behind. I got the triple black and it is good as running shoe,trainer and casual wear. I was skeptical on going down half a size. But listen to what e are saying, if you have a normal to narrow foot, go a half size down. It felt tight as first but after an hour, it fit like a glove because the upper stretches to your foot.",75199696
GUA47,4,11/11/2016,"Good Fit. A good fit for my classes for the gym, and for balance.",74890581
GUA47,5,11/08/2016,A little narrow but their fine to wear all day Great shoe I have 2 pair one for work and the multi color for going out...love my purchase. Great price and just a great shoe.,74722001
GUA47,5,11/08/2016,Best shoes ever. I love the shoes. The alphabounce are the best shoes I ever had in my life and I currently have over 100 different shoes.,74697075
GUA47,5,11/06/2016, These are the best pair of shoes I've ever bought. Very comfortable. Order a half size down,74648339
